,Car_name,mileage,dealer_name,Service_ratings,Service_reviews,consumer_ratings,consumer_reviews,price,Ext_color,Int_color,drive_train,fuel_type,transmission,engine
331,2019 Ford Escape Titanium,37038,Capitol Ford,4.2,71,4.7,264,29334, White Platinum , Medium Light Stone , Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
332,2019 Ford Fusion Hybrid SE,45199,Bill Brown Ford,4.7,766,4.8,50,22995, Black , Ebony , Front-wheel Drive ,Hybrid ,Automatic CVT,2.0L I4 16V MPFI DOHC Hybrid
333,2020 Ford Fusion SE,19624,Royal Oak Ford,4.8,1820,4.8,70,22125, Magnetic , Ebony , Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
334,2018 Ford Explorer XLT,18545,Bell Ford,4.5,396,4.8,265,33450, Magnetic Metallic , Ebony Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
335,2019 Ford Mustang GT Premium,17800,Donley Ford - Mount Vernon,4.8,639,4.7,154,46853, Magnetic , Ebony , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
336,2019 Ford Escape SE,45318,Apple Ford Lincoln Apple Valley,4.7,1606,4.7,264,23799, Magnetic , Charcoal Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
337,2019 Ford Expedition Platinum,47221,Five Star Ford Lewisville,4.9,1663,4.8,62,56000, Agate Black Metallic , Ebony , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
338,2018 Ford Expedition Platinum,49948,AutoNation Ford Katy,4.4,2193,4.7,65,51497, Ruby Red Metallic Tinted Clearcoat , – , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
339,2020 Ford Edge ST,14555,Wayne Akers Ford,4.4,1399,4.9,141,43821, White , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.7L V6 24V GDI DOHC Twin Turbo
340,2019 Ford Edge SEL,37693,Apple Ford Lincoln Apple Valley,4.7,1606,4.7,193,30499, Stone Gray , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
341,2019 Ford F-150 XLT,37084,Pat Milliken Ford,4.9,1506,4.8,424,37529, Oxford White , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
342,2018 Ford F-150 Lariat,45212,Jim Ellis Ford Sandy Springs,4.6,189,4.8,816,46990, Shadow Black , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
343,2018 Ford F-250 Lariat,36027,Anderson Ford,3.7,8,4.8,81,67333, Stone Gray Metallic , Black , Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel
344,2020 Ford Escape Titanium,19367,Broadway Ford Hyundai on Military,4.8,1129,4.6,230,34691, Magnetic , Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
345,2019 Ford F-150 Lariat,58445,Lake Ford,4.7,3990,4.8,424,43695, Agate Black Metallic , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
346,2020 Ford Expedition XLT,23301,Five Star Ford Dallas,4.7,373,4.9,27,52000, Black Metallic , Ebony , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
347,2020 Ford F-150 XLT,18213,Grand Prairie Ford,4.4,1311,4.8,219,39997, Magnetic , Black , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
348,2020 Ford Escape SEL,51638,Bill Brown Ford,4.7,766,4.6,230,25990, Green , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
349,2021 Ford F-150 Limited,19828,Bill Colwell Ford,4.8,450,4.8,79,75500, Antimatter Blue Metallic , Admiral Blue , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
350,2018 Ford Explorer XLT,35056,Joe Machens Capital City Ford,4.8,6452,4.8,265,36321, Ruby Red Metallic Tinted Clearcoat , Ebony Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
351,2019 Ford Flex SEL,19319,Crest Ford,4.8,523,4.8,50,29000, Oxford White , Charcoal Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
352,2019 Ford Edge SEL,20320,Zeigler Ford Lincoln - Elkhart,4.3,154,4.7,193,32984, Black , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
353,2019 Ford F-150 Raptor,23398,Sam Pack's Five Star Ford Carrollton,4.8,2389,4.8,424,74500, Magnetic Metallic , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
354,2019 Ford Expedition XLT,32196,Five Star Ford,4.9,7919,4.8,62,47500, Stone Gray , Medium Stone , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
355,2020 Ford F-150 XLT,34824,LaFontaine Ford Lincoln,3.9,36,4.8,219,39015, Black , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
356,2020 Ford Expedition Max Limited,72916,Maxwell Ford,4.3,1216,4.5,15,44188, Agate Black , Ebony , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
357,2019 Ford Edge Titanium,36626,Larson Ford,4.9,1087,4.7,193,34621, Ruby Red , Ebony , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
358,2020 Ford Fusion Titanium,66125,Hennessy Ford Lincoln Atlanta,4.5,1346,4.8,70,24600, Iconic Silver Metallic , Ebony , All-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
359,2019 Ford EcoSport SE,34194,San Tan Ford,4.7,1938,4.5,106,21833, Lightning Blue , Medium Stone , Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.0L I3 12V GDI DOHC Turbo
360,2020 Ford F-150 XLT,17779,Gene Messer Ford of Lubbock,4.4,758,4.8,219,48409, Stone Gray Metallic , Medium Earth Gray , Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo
361,2018 Ford Escape Titanium,26306,Luther North Country Ford Lincoln,4.8,3945,4.7,578,29995, Shadow Black , Charcoal Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
362,2019 Ford F-250 Lariat,44818,Rochester Ford,4.6,284,4.5,100,53998, Black , Black , Four-wheel Drive ,E85 Flex Fuel ,6-Speed Automatic,6.2L V8 16V MPFI SOHC Flexible Fuel
363,2019 Ford Explorer XLT,33798,Bill Brown Ford,4.7,766,4.8,110,33999, Black , Ebony Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
364,2020 Ford Edge SEL,46155,Sam Pack's Five Star Ford Carrollton,4.8,2389,4.9,141,32000, Agate Black , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
365,2019 Ford Edge SEL,19440,Five Star Ford Dallas,4.7,373,4.7,193,29000, Magnetic , Ebony , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
366,2019 Ford Explorer XLT,32163,Bill Brown Ford,4.7,766,4.8,110,33999, Gray , Ebony Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
367,2019 Ford F-150 XLT,23343,Garnet Ford,4.9,1677,4.8,424,43060, Agate Black Metallic , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
368,2018 Ford F-150 Lariat,85243,Uptown Ford Lincoln,4.8,430,4.8,816,38995, Magnetic Metallic , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
369,2021 Ford F-150 XL,21082,Lithia Springs Ford,4.7,316,4.8,79,41999, Gray Metallic , Black , Rear-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
370,2020 Ford Escape SEL,16325,Atchinson Ford,4.8,327,4.6,230,27000, Oxford White , Ebony Black , All-wheel Drive ,Gasoline ,8-Speed Automatic,1.5L I3 12V GDI DOHC Turbo
371,2019 Ford Escape Titanium,35792,Capitol Ford,4.2,71,4.7,264,29200, Ruby Red , Charcoal Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
372,2020 Ford EcoSport Titanium,17420,Appel Ford,4.7,189,4.7,62,25000, Moondust , Ebony Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC
373,2020 Ford Expedition Max Limited,61494,AutoNation Ford Valencia,4.6,1263,4.5,15,52995, Agate Black , – , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
374,2019 Ford F-150 XLT,59132,Power Ford,4.7,2377,4.8,424,41990, Green , Medium Light Camel , Four-wheel Drive ,Gasoline ,Automatic,3.5L V6 24V PDI DOHC Twin Turbo
375,2020 Ford Edge Titanium,20387,Pat Milliken Ford,4.9,1506,4.9,141,34927, Rapid Red Metallic Tinted Clearcoat , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
376,2020 Ford Edge SEL,16502,Bill Brown Ford,4.7,766,4.9,141,31990, Red , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
377,2019 Ford F-150 Lariat,38248,Apple Ford Lincoln Apple Valley,4.7,1606,4.8,424,46399, Magnetic , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
378,2018 Ford F-150 XL,40485,Paul Miller Ford Mazda,4.8,956,4.8,816,35926, Shadow Black , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
379,2021 Ford F-150 XLT,19611,Larry H. Miller Ford Mesa,4.5,681,4.8,79,58644, Gray , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
380,2019 Ford F-150 XLT,23498,Columbia Ford Kia,4.8,2950,4.8,424,47977, Black , Medium Earth Gray , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
381,2019 Ford Edge SEL,10620,Varsity Ford,4.9,2264,4.7,193,30950, Burgundy , Ebony , All-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
382,2020 Ford Expedition Limited,15300,Holiday Ford,4.8,253,4.9,27,67250, Agate Black , Ebony , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V GDI DOHC Twin Turbo
383,2019 Ford Edge SEL,38958,Randall Reed's Planet Ford 635,4.5,514,4.7,193,27581, Oxford White , Dune , Front-wheel Drive ,Gasoline ,8-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
384,2021 Ford F-150 XL,19339,SouthWest Ford,3.7,13,4.8,79,47066, Iconic Silver Metallic , Black , Four-wheel Drive ,Diesel ,10-Speed Automatic,3.0L V6 24V DDI DOHC Turbo Diesel
385,2019 Ford Escape Titanium,37122,Apple Ford Lincoln Apple Valley,4.7,1606,4.7,264,29999, White Platinum , Charcoal Black , Four-wheel Drive ,Gasoline ,6-Speed Automatic,2.0L I4 16V GDI DOHC Turbo
386,2017 Ford F-350 King Ranch,62737,Murray Ford Superstore,4.8,1138,4.8,90,72990, Blue Jeans Metallic , Java , Four-wheel Drive ,Diesel ,6-Speed Automatic,6.7L V8 32V DDI OHV Turbo Diesel
387,2021 Ford F-150 Lariat,19621,Rowe Ford Lincoln Hyundai,4.8,1448,4.8,79,61491, Blue , – , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
388,2018 Ford Explorer XLT,63093,Anderson Ford,4.5,408,4.8,265,27699, Ruby Red , Medium Stone , Front-wheel Drive ,Gasoline ,6-Speed Automatic,3.5L V6 24V MPFI DOHC
389,2018 Ford F-150 Lariat,42199,Lake Ford,4.7,3990,4.8,816,47496, Lightning Blue , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
390,2021 Ford Ranger Lariat,13210,Rochester Ford,4.6,284,4.8,28,45998, Oxford White , Ebony , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo
391,2018 Ford F-150 Lariat,58700,Lake Ford,4.7,3990,4.8,816,43998, Shadow Black , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,5.0L V8 32V PDI DOHC
392,2021 Ford F-150 XLT,9184,Ed Koehn Ford of Wayland,4.4,55,4.8,79,49514, Blue , Medium Dark Slate , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.7L V6 24V PDI DOHC Twin Turbo
393,2019 Ford Escape SE,45400,Varsity Ford,4.9,2264,4.7,264,22250, Black , Charcoal Black , Front-wheel Drive ,Gasoline ,6-Speed Automatic,1.5L I4 16V GDI DOHC Turbo
394,2020 Ford Ranger XLT,41918,All Star Ford,4.7,519,4.8,73,39288, Shadow Black , Ebony , Four-wheel Drive ,Gasoline ,10-Speed Automatic,2.3L I4 16V GDI DOHC Turbo
395,2019 Ford F-150 Raptor,47259,Larry H. Miller Ford Mesa,4.5,681,4.8,424,74544, Magnetic , Black , Four-wheel Drive ,Gasoline ,10-Speed Automatic,3.5L V6 24V PDI DOHC Twin Turbo
